id,date,cod_account,account,short_class,class,transaction_type,name,memodescription,revenueexpenses,amount
1073,2024-06-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,June SaaS Subscription,REVENUE,23500
1074,2024-06-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,June SaaS Subscription,REVENUE,38800
1075,2024-06-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,June SaaS Subscription,REVENUE,45000
1076,2024-06-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,June SaaS Subscription,REVENUE,50500
1077,2024-06-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,June SaaS Subscription,REVENUE,32000
1078,2024-06-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,June SaaS Subscription,REVENUE,35000
1079,2024-06-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,104500
1080,2024-06-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,120000
1081,2024-06-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - June,EXPENSES,49200
1082,2024-06-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,10000
1083,2024-06-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,26000
1084,2024-06-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,12800
1085,2024-06-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
1086,2024-06-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
1087,2024-06-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
1088,2024-06-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
1089,2024-06-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,4400
1090,2024-06-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,4300
1091,2024-06-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,84000
1092,2024-06-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
1093,2024-06-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
1094,2024-06-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,June SaaS Subscription,REVENUE,28000
1095,2024-06-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,80000
1096,2024-06-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
1097,2024-06-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
1098,2024-06-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,54500
1099,2024-06-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,103000
1100,2024-06-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,79000
1101,2024-06-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,68000
1102,2024-06-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4360
1103,2024-06-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,8240
1104,2024-06-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,6320
1105,2024-06-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5440
1106,2024-06-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
1107,2024-06-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
1108,2024-06-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
1109,2024-06-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
1110,2024-06-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
1111,2024-06-30,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,48500
1112,2024-06-30,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,2000
1113,2024-06-30,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
1114,2024-06-30,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
1115,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,July SaaS Subscription,REVENUE,64000
1116,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,July SaaS Subscription,REVENUE,55800
1117,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,July SaaS Subscription,REVENUE,34000
1118,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,July SaaS Subscription,REVENUE,24200
1119,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,July SaaS Subscription,REVENUE,39500
1120,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,July SaaS Subscription,REVENUE,45800
1121,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,July SaaS Subscription,REVENUE,51500
1122,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,July SaaS Subscription,REVENUE,34000
1123,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,July SaaS Subscription,REVENUE,37500
1124,2024-07-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,106500
1125,2024-07-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,122000
1126,2024-07-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - July,EXPENSES,50500
1127,2024-07-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,10200
1128,2024-07-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,26500
1129,2024-07-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,13000
1130,2024-07-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
1131,2024-07-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
1132,2024-07-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
1133,2024-07-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
1134,2024-07-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,4500
1135,2024-07-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,4400
1136,2024-07-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,85400
1137,2024-07-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
1138,2024-07-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
1139,2024-07-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,July SaaS Subscription,REVENUE,28800
1140,2024-07-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,82000
1141,2024-07-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
1142,2024-07-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
1143,2024-07-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,55500
1144,2024-07-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,105000
1145,2024-07-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,80500
1146,2024-07-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,69500
1147,2024-07-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4440
1148,2024-07-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,8400
1149,2024-07-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,6440
1150,2024-07-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5560
1151,2024-07-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
1152,2024-07-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
1153,2024-07-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
1154,2024-07-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
1155,2024-07-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
1156,2024-07-31,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,49500
1157,2024-07-31,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,2000
1158,2024-07-31,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
1159,2024-07-31,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
1160,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,August SaaS Subscription,REVENUE,65000
1161,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,August SaaS Subscription,REVENUE,56800
1162,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,August SaaS Subscription,REVENUE,34800
1163,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,August SaaS Subscription,REVENUE,24800
1164,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,August SaaS Subscription,REVENUE,40200
1165,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,August SaaS Subscription,REVENUE,46500
1166,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,August SaaS Subscription,REVENUE,52500
1167,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,August SaaS Subscription,REVENUE,36000
1168,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,August SaaS Subscription,REVENUE,40000
1169,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,August SaaS Subscription,REVENUE,28000
1170,2024-08-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,108500
1171,2024-08-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,124000
1172,2024-08-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - August,EXPENSES,51800
1173,2024-08-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,10400
1174,2024-08-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,27000
1175,2024-08-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,13200
1176,2024-08-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
1177,2024-08-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
1178,2024-08-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
1179,2024-08-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
1180,2024-08-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,4600
1181,2024-08-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,4500
1182,2024-08-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,86800
1183,2024-08-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
1184,2024-08-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
1185,2024-08-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,August SaaS Subscription,REVENUE,29500
1186,2024-08-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,84000
1187,2024-08-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
1188,2024-08-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
1189,2024-08-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,55500
1190,2024-08-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,105000
1191,2024-08-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,80500
1192,2024-08-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,69500
1193,2024-08-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4440
1194,2024-08-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,8400
1195,2024-08-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,6440
1196,2024-08-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5560
1197,2024-08-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
1198,2024-08-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
1199,2024-08-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
1200,2024-08-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
1201,2024-08-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
1202,2024-08-31,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,50500
1203,2024-08-31,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,2000
1204,2024-08-31,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
1205,2024-08-31,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
1206,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,September SaaS Subscription,REVENUE,66200
1207,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,September SaaS Subscription,REVENUE,57800
1208,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,September SaaS Subscription,REVENUE,35500
1209,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,September SaaS Subscription,REVENUE,25500
1210,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,September SaaS Subscription,REVENUE,41000
1211,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,September SaaS Subscription,REVENUE,47500
1212,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,September SaaS Subscription,REVENUE,53500
1213,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,September SaaS Subscription,REVENUE,38000
1214,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,September SaaS Subscription,REVENUE,42500
1215,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,September SaaS Subscription,REVENUE,32000
1216,2024-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,110500
1217,2024-09-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,126000
1218,2024-09-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - September,EXPENSES,53000
1219,2024-09-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,10600
1220,2024-09-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,27500
1221,2024-09-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,13500
1222,2024-09-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
1223,2024-09-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
1224,2024-09-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
1225,2024-09-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
1226,2024-09-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,4700
1227,2024-09-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,4600
1228,2024-09-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,88200
1229,2024-09-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
1230,2024-09-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
1231,2024-09-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,September SaaS Subscription,REVENUE,30200
1232,2024-09-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,86000
1233,2024-09-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
1234,2024-09-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
1235,2024-09-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,55500
1236,2024-09-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,105000
1237,2024-09-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,80500
1238,2024-09-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,69500
1239,2024-09-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4440
1240,2024-09-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,8400
1241,2024-09-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,6440
1242,2024-09-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5560
1243,2024-09-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
1244,2024-09-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
1245,2024-09-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
1246,2024-09-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
1247,2024-09-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
1248,2024-09-30,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,51500
1249,2024-09-30,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,2000
1250,2024-09-30,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
1251,2024-09-30,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
1252,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,October SaaS Subscription,REVENUE,67500
1253,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,October SaaS Subscription,REVENUE,59000
1254,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,October SaaS Subscription,REVENUE,36200
1255,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,October SaaS Subscription,REVENUE,26200
1256,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,October SaaS Subscription,REVENUE,42000
1257,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,October SaaS Subscription,REVENUE,48500
1258,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,October SaaS Subscription,REVENUE,54500
1259,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,October SaaS Subscription,REVENUE,40000
1260,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,October SaaS Subscription,REVENUE,45000
1261,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,October SaaS Subscription,REVENUE,35000
1262,2024-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,113000
1263,2024-10-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,128000
1264,2024-10-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - October,EXPENSES,54500
1265,2024-10-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,10800
1266,2024-10-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,30000
1267,2024-10-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,14000
1268,2024-10-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
1269,2024-10-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
1270,2024-10-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
1271,2024-10-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
1272,2024-10-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,4800
1273,2024-10-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,4700
1274,2024-10-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,89600
1275,2024-10-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
1276,2024-10-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
1277,2024-10-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,October SaaS Subscription,REVENUE,31000
1278,2024-10-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,88000
1279,2024-10-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
1280,2024-10-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
1281,2024-10-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,56500
1282,2024-10-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,107000
1283,2024-10-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,82000
